bank_txn_ref,posting_date,value_date,amount,currency,debit_credit,narration,bank_branch,source_system,fees_deducted
BK-6e06f4f361,2024-02-23,2024-02-23,30619.95,KES,CR,CHQ DEP for MBR 26360,BBR12,CHEQUE,110.94
BK-a57c7b076f,2024-01-06,2024-01-06,19239.54,KES,CR,Mobile payment MBR 24612,BBR01,MPESA,140.43
BK-c38c6bceb4,2024-03-19,2024-03-19,35842.79,KES,CR,CASH DEP 25968,BBR13,CASH,276.7
BK-a1734550c4,2024-02-01,2024-02-01,4237.7,KES,CR,Cash DEP acc 25439,BBR09,CASH,9.18
BK-60829d1abe,2024-02-01,2024-02-01,37483.58,KES,CR,CASH DEP 21993,BBR13,CASH,93.31
BK-8c52d72ffe,2024-04-02,2024-04-02,46498.63,KES,CR,Cash DEP acc 28790,BBR13,CASH,132.12
BK-016ff5bec7,2024-01-16,2024-01-16,23750.4,KES,CR,Cash DEP acc 20023,BBR08,CASH,139.88
BK-193859ebe9,2024-02-18,2024-02-18,6921.83,KES,CR,MPESA 20473,BBR07,MPESA,55.53
BK-7301be919e,2024-02-11,2024-02-11,19081.51,KES,CR,Mobile payment MBR 28715,BBR10,MPESA,35.26
BK-5307463adc,2024-03-18,2024-03-18,39619.82,KES,CR,CASH DEP 25465,BBR05,CASH,188.68
BK-1859097a94,2024-01-15,2024-01-15,18604.75,KES,CR,CHQ DEP for MBR 28768,BBR15,CHEQUE,33.74
BK-adb3e76a4b,2024-03-19,2024-03-19,14615.15,KES,CR,CASH DEP 22568,BBR11,CASH,16.35
BK-04a78af0db,2024-03-23,2024-03-23,45960.39,KES,CR,CHQ DEP MBR 27738,BBR15,CHEQUE,234.83
BK-6369b3b3af,2024-03-02,2024-03-02,46925.55,KES,CR,CASH DEP 24344,BBR11,CASH,107.96
BK-42060ac529,2024-01-09,2024-01-09,2630.9,KES,CR,M-PESA PAY 24009,BBR10,MPESA,3.15
BK-8b4682f454,2024-01-31,2024-01-31,8050.5,KES,CR,CASH DEP 29382,BBR04,CASH,45.1
BK-9105a153ea,2024-02-11,2024-02-11,11272.69,KES,CR,Cash DEP acc 28981,BBR01,CASH,42.4
BK-77a5ef9de0,2024-03-04,2024-03-04,1347.33,KES,CR,CHQ DEP for MBR 27178,BBR02,CHEQUE,1.39
BK-7294185b71,2024-03-26,2024-03-26,19828.83,KES,CR,CASH DEP 24916,BBR10,CASH,155.15
BK-0d1305757e,2024-02-05,2024-02-05,38071.11,KES,CR,M-PESA PAY 22755,BBR09,MPESA,87.46
BK-89399081eb,2024-03-30,2024-03-30,14862.92,KES,CR,Cash DEP acc 23715,BBR12,CASH,25.73
BK-cc362cdf4f,2024-01-26,2024-01-26,41766.45,KES,CR,MPESA 20276,BBR06,MPESA,80.95
BK-1b5ff8b18f,2024-03-11,2024-03-11,6152.36,KES,CR,Mobile payment MBR 21073,BBR15,MPESA,13.97
BK-69a0ab5380,2024-03-02,2024-03-02,18101.57,KES,CR,CHQ dep MBR 26623,BBR03,CHEQUE,135.34
BK-ef129f3f19,2024-01-11,2024-01-11,28184.37,KES,CR,Mobile payment MBR 29526,BBR06,MPESA,183.94
BK-2b86ccac72,2024-03-17,2024-03-17,12991.54,KES,CR,MPESA 28058,BBR04,MPESA,63.58
BK-68a197f943,2024-03-21,2024-03-21,43726.35,KES,CR,MPESA 27014,BBR03,MPESA,203.48
BK-eff83c36c4,2024-01-19,2024-01-19,8820.82,KES,CR,MPESA 27881,BBR12,MPESA,28.59
BK-b826c09d31,2024-03-02,2024-03-02,26734.09,KES,CR,Mobile payment MBR 22610,BBR07,MPESA,132.49
BK-323bbcf40b,2024-03-11,2024-03-11,26871.35,KES,CR,CASH DEP 27751,BBR12,CASH,143.66
BK-9736d8cb52,2024-02-25,2024-02-25,30697.87,KES,CR,Mobile payment MBR 26922,BBR03,MPESA,188.59
BK-638ff89d6d,2024-03-01,2024-03-01,29289.26,KES,CR,CHQ dep MBR 23728,BBR06,CHEQUE,201.77
BK-193d3d2ba7,2024-03-27,2024-03-27,1622.98,KES,CR,M-PESA PAY 21490,BBR01,MPESA,1.64
BK-cf8b230c00,2024-02-26,2024-02-26,41060.96,KES,CR,CASH DEP 25594,BBR11,CASH,46.65
BK-9e61cca962,2024-01-19,2024-01-19,45035.58,KES,CR,CHQ DEP for MBR 28308,BBR04,CHEQUE,341.92
BK-2699fd626c,2024-01-22,2024-01-22,22041.98,KES,CR,Cash DEP acc 23059,BBR12,CASH,173.0
BK-024bb21d1e,2024-02-21,2024-02-21,13247.24,KES,CR,M-PESA PAY 28148,BBR02,MPESA,94.36
BK-997b6445b3,2024-02-20,2024-02-20,30052.81,KES,CR,M-PESA PAY 27900,BBR07,MPESA,41.64
BK-ed3dbf2fb6,2024-03-15,2024-03-15,24655.26,KES,CR,Cash DEP acc 28975,BBR15,CASH,52.17
BK-642b06f57f,2024-02-19,2024-02-19,27975.62,KES,CR,Mobile payment MBR 28294,BBR06,MPESA,174.07
BK-1124e34c9b,2024-03-23,2024-03-23,9648.61,KES,CR,CHQ dep MBR 20050,BBR02,CHEQUE,12.79
BK-569f8e000a,2024-02-10,2024-02-10,35350.45,KES,CR,CASH DEP 21101,BBR01,CASH,139.57
BK-45e1bd407f,2024-03-11,2024-03-11,27798.89,KES,CR,CHQ dep MBR 20716,BBR15,CHEQUE,145.08
BK-dc61cf727a,2024-03-24,2024-03-24,36140.06,KES,CR,CHQ DEP MBR 24199,BBR12,CHEQUE,138.84
BK-6acb584b1b,2024-02-24,2024-02-24,30841.84,KES,CR,Cash DEP acc 29734,BBR02,CASH,234.27
BK-a277d0d583,2024-02-01,2024-02-01,37998.04,KES,CR,M-PESA PAY 21173,BBR15,MPESA,73.65
BK-585227de14,2024-03-20,2024-03-20,12376.65,KES,CR,Mobile payment MBR 25668,BBR03,MPESA,20.57
BK-511aafd3b0,2024-03-18,2024-03-18,34049.33,KES,CR,MPESA 28575,BBR12,MPESA,100.14
BK-c041bcfe29,2024-03-04,2024-03-04,18440.53,KES,CR,CASH DEP 20276,BBR10,CASH,37.22
BK-131162563f,2024-01-08,2024-01-08,46678.18,KES,CR,CHQ DEP for MBR 26750,BBR08,CHEQUE,257.26
BK-8da3575579,2024-02-01,2024-02-01,18588.59,KES,CR,CHQ dep MBR 20771,BBR05,CHEQUE,53.36
BK-0e75401153,2024-03-13,2024-03-13,672.64,KES,CR,CASH DEP 20711,BBR08,CASH,2.09
BK-3baf796040,2024-01-08,2024-01-08,39786.45,KES,CR,CHQ DEP for MBR 20973,BBR10,CHEQUE,177.87
BK-fe853d5814,2024-03-26,2024-03-26,45241.72,KES,CR,Cash DEP acc 22624,BBR03,CASH,303.88
BK-4d6cb68132,2024-02-23,2024-02-23,7459.64,KES,CR,CHQ DEP MBR 21328,BBR13,CHEQUE,31.3
BK-060d0d39b6,2024-02-25,2024-02-25,6660.69,KES,CR,CASH DEP 20299,BBR12,CASH,14.41
BK-b1501640d2,2024-02-20,2024-02-20,35602.08,KES,CR,CHQ DEP for MBR 21556,BBR06,CHEQUE,207.74
BK-83a2153337,2024-03-31,2024-03-31,49126.11,KES,CR,CHQ dep MBR 25398,BBR07,CHEQUE,343.03
BK-48d56f77a7,2024-03-04,2024-03-04,16251.53,KES,CR,CHQ dep MBR 22521,BBR10,CHEQUE,94.23
BK-a8a5e0f13a,2024-03-21,2024-03-21,32083.9,KES,CR,CHQ DEP for MBR 26951,BBR01,CHEQUE,229.57
BK-c003184e68,2024-02-20,2024-02-20,48010.79,KES,CR,CHQ dep MBR 20378,BBR13,CHEQUE,272.98
BK-6dbc6c5810,2024-02-26,2024-02-26,27222.57,KES,CR,Cash DEP acc 27655,BBR15,CASH,151.06
BK-d3fe4222b7,2024-02-27,2024-02-27,29311.76,KES,CR,Mobile payment MBR 26252,BBR13,MPESA,51.0
BK-a298e6ec66,2024-03-08,2024-03-08,20387.42,KES,CR,Mobile payment MBR 26715,BBR03,MPESA,36.88
BK-fa14950af5,2024-01-02,2024-01-02,48163.21,KES,CR,MPESA 23307,BBR15,MPESA,333.81
BK-c9ef02e986,2024-02-03,2024-02-03,23664.85,KES,CR,Cash DEP acc 21169,BBR14,CASH,107.42
BK-245f85b1ac,2024-02-08,2024-02-08,10665.97,KES,CR,CASH DEP 23530,BBR14,CASH,30.56
BK-3ea822d66c,2024-02-16,2024-02-16,12237.44,KES,CR,Mobile payment MBR 24919,BBR13,MPESA,25.59
BK-e77625dcd9,2024-02-22,2024-02-22,43561.34,KES,CR,CASH DEP 24595,BBR06,CASH,265.1
BK-71933139dc,2024-01-06,2024-01-06,14028.2,KES,CR,CASH DEP 21207,BBR05,CASH,40.04
BK-f7cf593cac,2024-02-14,2024-02-14,43092.66,KES,CR,CHQ dep MBR 29242,BBR03,CHEQUE,80.32
BK-00648ee8bf,2024-02-10,2024-02-10,20309.6,KES,CR,Cash DEP acc 26044,BBR04,CASH,22.58
BK-6fd3cfaf15,2024-02-18,2024-02-18,40793.17,KES,CR,Cash DEP acc 26050,BBR09,CASH,94.38
BK-3c312671ee,2024-02-27,2024-02-27,1834.04,KES,CR,CHQ DEP for MBR 24024,BBR06,CHEQUE,4.92
BK-ac1cdbb124,2024-01-17,2024-01-17,24991.37,KES,CR,CASH DEP 28012,BBR09,CASH,39.23
BK-5f1b6e65d9,2024-01-27,2024-01-27,16947.57,KES,CR,CHQ DEP MBR 29195,BBR01,CHEQUE,73.68
BK-85a0504176,2024-01-25,2024-01-25,46554.23,KES,CR,CASH DEP 21970,BBR15,CASH,130.06
BK-70de17f577,2024-02-14,2024-02-14,23455.27,KES,CR,CHQ dep MBR 27620,BBR06,CHEQUE,50.71
BK-11b52ae9de,2024-01-09,2024-01-09,17509.61,KES,CR,MPESA 20742,BBR05,MPESA,44.57
BK-8af468f022,2024-03-06,2024-03-06,9633.91,KES,CR,Cash DEP acc 26983,BBR12,CASH,64.13
BK-f26aa4d3d4,2024-03-06,2024-03-06,46907.56,KES,CR,CHQ DEP MBR 26484,BBR02,CHEQUE,103.47
BK-4dae246db3,2024-01-03,2024-01-03,41576.54,KES,CR,CHQ dep MBR 24837,BBR05,CHEQUE,222.35
BK-22cb925bf9,2024-03-26,2024-03-26,6860.17,KES,CR,CASH DEP 21103,BBR14,CASH,8.46
BK-2bdb8c884f,2024-03-22,2024-03-22,36057.41,KES,CR,MPESA 27984,BBR03,MPESA,161.69
BK-4e505ea664,2024-03-13,2024-03-13,18829.34,KES,CR,CASH DEP 29825,BBR07,CASH,137.98
BK-249d6f121c,2024-02-08,2024-02-08,7726.64,KES,CR,M-PESA PAY 20895,BBR02,MPESA,52.06
BK-c966161ce9,2024-03-27,2024-03-27,20548.35,KES,CR,MPESA 23370,BBR11,MPESA,151.95
BK-57dca04ba8,2024-01-01,2024-01-01,43724.73,KES,CR,CASH DEP 20764,BBR12,CASH,257.75
BK-8534c8903d,2024-01-23,2024-01-23,3815.92,KES,CR,CHQ DEP MBR 20298,BBR07,CHEQUE,16.12
BK-04f70ad474,2024-01-20,2024-01-20,39142.82,KES,CR,CHQ DEP for MBR 20741,BBR15,CHEQUE,103.69
BK-b6962ed9ce,2024-02-09,2024-02-09,6650.09,KES,CR,Mobile payment MBR 20910,BBR08,MPESA,22.82
BK-3745887ba6,2024-02-09,2024-02-09,47501.89,KES,CR,Cash DEP acc 25356,BBR11,CASH,104.6
BK-b79d5dd074,2024-02-02,2024-02-02,2912.11,KES,CR,Cash DEP acc 26720,BBR08,CASH,4.47
BK-9e2f35d70f,2024-02-04,2024-02-04,10762.64,KES,CR,Mobile payment MBR 22000,BBR04,MPESA,81.8
BK-681aaa3edd,2024-02-13,2024-02-13,8080.46,KES,CR,MPESA 24743,BBR02,MPESA,16.79
BK-d1a44abcdd,2024-01-04,2024-01-04,46222.38,KES,CR,CASH DEP 25987,BBR14,CASH,368.17
BK-8eaaceb508,2024-03-24,2024-03-24,5756.26,KES,CR,CHQ DEP for MBR 25581,BBR03,CHEQUE,22.11
BK-b69908e6c4,2024-03-01,2024-03-01,25433.37,KES,CR,CASH DEP 29938,BBR04,CASH,106.33
BK-00ce1278ff,2024-01-04,2024-01-04,11610.56,KES,CR,CHQ DEP MBR 22683,BBR09,CHEQUE,89.96
BK-ea94c0d52e,2024-01-12,2024-01-12,23870.31,KES,CR,CHQ DEP for MBR 20264,BBR15,CHEQUE,110.16
BK-3990148391,2024-01-22,2024-01-22,38726.27,KES,CR,CHQ DEP for MBR 20038,BBR07,CHEQUE,180.56
BK-6c705c7e6c,2024-03-14,2024-03-14,31270.08,KES,CR,Cash DEP acc 24075,BBR07,CASH,183.51
BK-46b227a2c8,2024-02-15,2024-02-15,42958.56,KES,CR,CHQ dep MBR 23003,BBR07,CHEQUE,80.68
BK-234cdd1f80,2024-01-18,2024-01-18,16627.6,KES,CR,MPESA 25596,BBR06,MPESA,45.64
BK-1f10a677db,2024-01-11,2024-01-11,22127.73,KES,CR,M-PESA PAY 20724,BBR04,MPESA,100.93
BK-4b555f21c0,2024-01-05,2024-01-05,1289.86,KES,CR,Mobile payment MBR 21978,BBR04,MPESA,6.05
BK-98f31f4976,2024-01-24,2024-01-24,41417.7,KES,CR,Mobile payment MBR 22892,BBR08,MPESA,60.04
BK-a2c71c5e6e,2024-01-14,2024-01-14,16046.99,KES,CR,CHQ DEP MBR 27496,BBR07,CHEQUE,113.99
BK-2a8e36c1c1,2024-03-09,2024-03-09,21119.4,KES,CR,CHQ dep MBR 26797,BBR11,CHEQUE,132.94
BK-709e787f3d,2024-02-16,2024-02-16,31102.09,KES,CR,CHQ DEP MBR 23948,BBR12,CHEQUE,77.06
BK-b3740d13e6,2024-03-27,2024-03-27,44318.59,KES,CR,CHQ DEP MBR 25324,BBR02,CHEQUE,167.4
BK-8993ca44aa,2024-03-08,2024-03-08,11527.7,KES,CR,Cash DEP acc 26920,BBR06,CASH,63.74
BK-7e992237d9,2024-03-26,2024-03-26,23420.18,KES,CR,Mobile payment MBR 20870,BBR10,MPESA,101.75
BK-20ecda74ce,2024-03-03,2024-03-03,31384.53,KES,CR,CASH DEP 26673,BBR11,CASH,154.09
BK-fb9aabc243,2024-02-16,2024-02-16,4435.64,KES,CR,CASH DEP 22986,BBR09,CASH,16.34
BK-fc0c4a6859,2024-02-24,2024-02-24,47225.88,KES,CR,CHQ dep MBR 28760,BBR01,CHEQUE,172.84
BK-c0bf41f9ad,2024-03-09,2024-03-09,20410.15,KES,CR,CHQ DEP MBR 27828,BBR09,CHEQUE,114.12
BK-23a872d716,2024-02-08,2024-02-08,28627.55,KES,CR,Cash DEP acc 22944,BBR01,CASH,207.53
BK-42f049648d,2024-03-28,2024-03-28,29691.7,KES,CR,CHQ DEP for MBR 26461,BBR15,CHEQUE,107.14
BK-6d58f51c52,2024-03-23,2024-03-23,14846.44,KES,CR,Cash DEP acc 21632,BBR07,CASH,36.74
BK-c145607c10,2024-01-08,2024-01-08,40878.22,KES,CR,Cash DEP acc 23511,BBR09,CASH,105.86
BK-1f0b13c6cf,2024-03-21,2024-03-21,31679.44,KES,CR,CHQ DEP for MBR 29099,BBR14,CHEQUE,48.63
BK-2ab3b74c41,2024-01-05,2024-01-05,20229.12,KES,CR,M-PESA PAY 20601,BBR02,MPESA,114.77
BK-ac1a375526,2024-01-16,2024-01-16,23485.94,KES,CR,CHQ dep MBR 26762,BBR06,CHEQUE,117.96
BK-9a7192cf74,2024-03-30,2024-03-30,7212.54,KES,CR,M-PESA PAY 24900,BBR05,MPESA,54.97
BK-aa544a8ad7,2024-01-07,2024-01-07,24107.03,KES,CR,Mobile payment MBR 20584,BBR07,MPESA,94.55
BK-e8bb145840,2024-02-27,2024-02-27,15678.81,KES,CR,M-PESA PAY 28646,BBR07,MPESA,39.71
BK-fb1248593f,2024-02-21,2024-02-21,34437.0,KES,CR,CHQ dep MBR 21721,BBR11,CHEQUE,250.65
BK-360131ad7e,2024-01-30,2024-01-30,36726.69,KES,CR,Mobile payment MBR 24834,BBR13,MPESA,76.47
BK-c9b4231f71,2024-02-19,2024-02-19,9232.27,KES,CR,CASH DEP 25695,BBR09,CASH,33.38
BK-4a7c817474,2024-02-25,2024-02-25,39004.26,KES,CR,M-PESA PAY 29701,BBR05,MPESA,171.49
BK-1a7af873c4,2024-01-17,2024-01-17,3608.39,KES,CR,CHQ DEP MBR 26614,BBR11,CHEQUE,8.51
BK-b946471410,2024-02-11,2024-02-11,18710.94,KES,CR,Cash DEP acc 22306,BBR05,CASH,34.1
BK-9e69988f7c,2024-03-15,2024-03-15,13136.92,KES,CR,M-PESA PAY 26187,BBR08,MPESA,55.36
BK-d936176b5e,2024-01-29,2024-01-29,23371.91,KES,CR,Cash DEP acc 26392,BBR04,CASH,130.79
BK-ceaab1a104,2024-02-16,2024-02-16,10461.52,KES,CR,CHQ DEP for MBR 27703,BBR15,CHEQUE,37.24
BK-ff5967f60e,2024-03-22,2024-03-22,23481.93,KES,CR,CHQ dep MBR 27859,BBR15,CHEQUE,168.88
BK-1e2710e8b7,2024-01-05,2024-01-05,25898.44,KES,CR,Mobile payment MBR 25382,BBR01,MPESA,139.05
BK-b7d01fe5be,2024-04-01,2024-04-01,9275.3,KES,CR,CHQ DEP MBR 24825,BBR05,CHEQUE,21.26
BK-145dbdcfdb,2024-02-19,2024-02-19,3088.12,KES,CR,CHQ dep MBR 21414,BBR13,CHEQUE,5.83
BK-97afa2553c,2024-01-26,2024-01-26,28051.2,KES,CR,Mobile payment MBR 22252,BBR02,MPESA,175.76
BK-efc782a355,2024-01-11,2024-01-11,34615.3,KES,CR,M-PESA PAY 27086,BBR11,MPESA,247.6
BK-249d5512e7,2024-01-04,2024-01-04,4192.95,KES,CR,Cash DEP acc 25259,BBR08,CASH,12.21
BK-278c3b3cae,2024-02-04,2024-02-04,40494.52,KES,CR,Mobile payment MBR 20910,BBR10,MPESA,191.73
BK-e7c8877635,2024-03-28,2024-03-28,19007.95,KES,CR,MPESA 29080,BBR09,MPESA,123.77
BK-7e28da329e,2024-02-02,2024-02-02,28570.64,KES,CR,CASH DEP 25771,BBR01,CASH,142.16
BK-f8764234d8,2024-03-20,2024-03-20,12068.85,KES,CR,M-PESA PAY 28816,BBR04,MPESA,87.0
BK-d37a9aed8f,2024-03-16,2024-03-16,13671.49,KES,CR,Mobile payment MBR 22096,BBR15,MPESA,63.07
BK-c311bcd181,2024-01-06,2024-01-06,4741.65,KES,CR,CASH DEP 20643,BBR09,CASH,32.86
BK-f77a4e9a85,2024-02-02,2024-02-02,9121.14,KES,CR,MPESA 28765,BBR15,MPESA,28.25
BK-8e07b15b59,2024-01-11,2024-01-11,33820.44,KES,CR,Cash DEP acc 28707,BBR07,CASH,41.4
BK-12e58a4263,2024-02-11,2024-02-11,39327.32,KES,CR,Cash DEP acc 29217,BBR08,CASH,275.42
BK-2dfbcf85f2,2024-03-29,2024-03-29,40851.14,KES,CR,Mobile payment MBR 25119,BBR11,MPESA,112.24
BK-f8ebee43c8,2024-02-17,2024-02-17,29649.1,KES,CR,CASH DEP 22787,BBR12,CASH,34.51
BK-6ba98a030e,2024-01-20,2024-01-20,17858.15,KES,CR,MPESA 26794,BBR14,MPESA,110.41
BK-c5cb6bf2de,2024-02-15,2024-02-15,41759.88,KES,CR,CASH DEP 29271,BBR11,CASH,132.89
BK-96d346b4e2,2024-02-26,2024-02-26,32372.76,KES,CR,MPESA 22340,BBR03,MPESA,181.43
BK-737d89bd93,2024-03-29,2024-03-29,36033.88,KES,CR,M-PESA PAY 28071,BBR04,MPESA,171.1
BK-f2bd0b6e7b,2024-01-23,2024-01-23,3249.8,KES,CR,Mobile payment MBR 22421,BBR15,MPESA,17.59
BK-df7536df48,2024-02-11,2024-02-11,49753.18,KES,CR,Cash DEP acc 21717,BBR10,CASH,206.03
BK-03ddb13710,2024-03-09,2024-03-09,31297.66,KES,CR,CASH DEP 20929,BBR12,CASH,181.32
BK-f0904dfa42,2024-03-31,2024-03-31,23695.78,KES,CR,Cash DEP acc 23758,BBR13,CASH,145.21
BK-57acff3f3b,2024-02-23,2024-02-23,6003.26,KES,CR,M-PESA PAY 26250,BBR09,MPESA,37.57
BK-586a0d5bc5,2024-01-19,2024-01-19,20354.75,KES,CR,CASH DEP 20497,BBR06,CASH,133.62
BK-6ce833e4a0,2024-01-04,2024-01-04,23615.63,KES,CR,CASH DEP 25034,BBR08,CASH,50.52
BK-71d0c24cd2,2024-01-21,2024-01-21,29958.2,KES,CR,Cash DEP acc 20451,BBR06,CASH,129.86
BK-c1844ab738,2024-02-21,2024-02-21,19791.17,KES,CR,CASH DEP 20062,BBR01,CASH,112.07
BK-9517de5707,2024-03-25,2024-03-25,28165.82,KES,CR,CHQ DEP MBR 21647,BBR02,CHEQUE,211.0
BK-acbb37b96b,2024-03-19,2024-03-19,7272.63,KES,CR,CASH DEP 26993,BBR11,CASH,47.01
BK-d89aa83aed,2024-02-14,2024-02-14,7040.11,KES,CR,MPESA 26294,BBR15,MPESA,14.11
BK-a6f9783c34,2024-01-06,2024-01-06,7400.99,KES,CR,CHQ DEP MBR 29041,BBR11,CHEQUE,29.67
BK-eae34e2a46,2024-03-15,2024-03-15,47780.51,KES,CR,CASH DEP 22545,BBR01,CASH,286.11
BK-0529151c0c,2024-01-21,2024-01-21,22280.37,KES,CR,MPESA 23115,BBR14,MPESA,159.15
BK-1e22edc097,2024-02-28,2024-02-28,40858.69,KES,CR,M-PESA PAY 25092,BBR10,MPESA,117.71
BK-1f32fd7979,2024-02-24,2024-02-24,44926.29,KES,CR,MPESA 20788,BBR08,MPESA,157.3
BK-af497371d5,2024-01-03,2024-01-03,36862.05,KES,CR,MPESA 28798,BBR02,MPESA,112.27
BK-87b4e0a0a4,2024-02-13,2024-02-13,37354.24,KES,CR,CHQ DEP MBR 26879,BBR11,CHEQUE,65.63
BK-0c9287dc14,2024-01-30,2024-01-30,37879.97,KES,CR,MPESA 28588,BBR05,MPESA,189.87
BK-011745b87b,2024-03-05,2024-03-05,33957.83,KES,CR,Mobile payment MBR 27897,BBR05,MPESA,120.18
BK-671e09221a,2024-03-04,2024-03-04,1485.99,KES,CR,Cash DEP acc 22769,BBR07,CASH,11.26
BK-764d833b7b,2024-01-24,2024-01-24,18089.53,KES,CR,CHQ DEP for MBR 24559,BBR14,CHEQUE,45.29
BK-829b35b7cc,2024-02-13,2024-02-13,32891.05,KES,CR,CHQ dep MBR 23488,BBR02,CHEQUE,138.32
BK-5a9e37c77f,2024-04-01,2024-04-01,1903.4,KES,CR,CASH DEP 21118,BBR11,CASH,11.19
BK-dc20f38920,2024-03-18,2024-03-18,5556.66,KES,CR,M-PESA PAY 29911,BBR09,MPESA,9.6
BK-b7953e21f8,2024-02-17,2024-02-17,45213.48,KES,CR,Mobile payment MBR 22522,BBR12,MPESA,127.0
BK-7ff98424a5,2024-03-15,2024-03-15,6860.97,KES,CR,CHQ dep MBR 29589,BBR02,CHEQUE,41.74
BK-7f5d8c11b4,2024-02-08,2024-02-08,19847.74,KES,CR,CHQ DEP MBR 26800,BBR01,CHEQUE,30.46
BK-9793be5a44,2024-01-31,2024-01-31,5297.13,KES,CR,Cash DEP acc 28737,BBR08,CASH,27.69
BK-f0fc5619ff,2024-03-02,2024-03-02,33971.7,KES,CR,CASH DEP 25672,BBR03,CASH,153.51
BK-602b4efebf,2024-01-11,2024-01-11,39552.42,KES,CR,CASH DEP 28887,BBR03,CASH,274.28
BK-09eb4303b5,2024-02-07,2024-02-07,47335.31,KES,CR,CASH DEP 29019,BBR06,CASH,166.92
BK-dbdb90e487,2024-03-08,2024-03-08,26018.68,KES,CR,Cash DEP acc 24279,BBR12,CASH,105.58
BK-4d39779f95,2024-04-03,2024-04-03,32041.54,KES,CR,M-PESA PAY 21498,BBR02,MPESA,70.79
BK-80a5f8439e,2024-03-18,2024-03-18,28641.75,KES,CR,MPESA 23141,BBR05,MPESA,57.33
BK-b871ae96f0,2024-02-06,2024-02-06,14235.51,KES,CR,Mobile payment MBR 24232,BBR05,MPESA,107.59
BK-ff637dc154,2024-02-04,2024-02-04,23705.37,KES,CR,CHQ DEP MBR 23704,BBR06,CHEQUE,146.93
BK-3d2499b830,2024-02-07,2024-02-07,27714.57,KES,CR,Mobile payment MBR 28695,BBR01,MPESA,58.96
BK-76bf998238,2024-03-04,2024-03-04,36269.4,KES,CR,CHQ DEP for MBR 23883,BBR03,CHEQUE,53.34
BK-118513f2e0,2024-02-15,2024-02-15,29454.5,KES,CR,CHQ dep MBR 27666,BBR05,CHEQUE,218.49
BK-ee8450d7be,2024-02-09,2024-02-09,33934.97,KES,CR,M-PESA PAY 22410,BBR06,MPESA,270.72
BK-21e04f7eb5,2024-03-11,2024-03-11,19207.61,KES,CR,M-PESA PAY 22379,BBR12,MPESA,31.72
BK-52ea5a93bf,2024-01-14,2024-01-14,22643.83,KES,CR,Cash DEP acc 22059,BBR04,CASH,97.94
BK-576ec24ec6,2024-03-06,2024-03-06,14287.33,KES,CR,CHQ DEP MBR 21384,BBR04,CHEQUE,27.75
BK-1ae5124a47,2024-03-26,2024-03-26,42764.4,KES,CR,CASH DEP 25781,BBR10,CASH,103.56
BK-80ead8ad46,2024-02-02,2024-02-02,30597.7,KES,CR,Mobile payment MBR 27888,BBR06,MPESA,102.39
BK-78c7569d67,2024-01-20,2024-01-20,20676.07,KES,CR,CHQ dep MBR 22073,BBR14,CHEQUE,83.5
BK-e6c0012ade,2024-01-31,2024-01-31,28057.88,KES,CR,MPESA 25984,BBR07,MPESA,123.27
BK-8c09418ad6,2024-01-19,2024-01-19,22417.5,KES,CR,Cash DEP acc 25010,BBR05,CASH,105.67
BK-8bf9fb6f03,2024-03-21,2024-03-21,34890.8,KES,CR,CASH DEP 25018,BBR06,CASH,192.34
BK-5a126727f4,2024-02-03,2024-02-03,1373.34,KES,CR,CHQ DEP MBR 27758,BBR15,CHEQUE,3.29
BK-e55659ac53,2024-03-15,2024-03-15,2992.12,KES,CR,Mobile payment MBR 20829,BBR10,MPESA,18.71
BK-f36443eecb,2024-01-29,2024-01-29,27959.8,KES,CR,MPESA 20310,BBR09,MPESA,216.2
BK-b0a49a70de,2024-02-01,2024-02-01,25942.8,KES,CR,Cash DEP acc 22810,BBR09,CASH,89.78
BK-f2b3613ad2,2024-03-02,2024-03-02,36047.66,KES,CR,MPESA 23990,BBR13,MPESA,259.28
BK-a8cec26239,2024-01-22,2024-01-22,49713.2,KES,CR,CHQ DEP for MBR 24625,BBR11,CHEQUE,255.99
BK-ef47539c83,2024-01-24,2024-01-24,32370.25,KES,CR,Cash DEP acc 27013,BBR11,CASH,144.26
BK-1a0a45df11,2024-03-21,2024-03-21,43890.87,KES,CR,Cash DEP acc 25273,BBR08,CASH,237.96
BK-87f085643d,2024-03-24,2024-03-24,8617.2,KES,CR,Mobile payment MBR 26637,BBR03,MPESA,41.61
BK-39b8537eea,2024-02-13,2024-02-13,39890.31,KES,CR,CHQ DEP MBR 29963,BBR07,CHEQUE,194.61
BK-3fa53e1656,2024-02-13,2024-02-13,32046.11,KES,CR,CHQ DEP for MBR 22666,BBR14,CHEQUE,104.1
BK-83d7231218,2024-03-19,2024-03-19,18046.64,KES,CR,M-PESA PAY 27373,BBR14,MPESA,41.07
BK-b116d3c5d0,2024-02-29,2024-02-29,33127.58,KES,CR,CHQ DEP for MBR 24086,BBR10,CHEQUE,233.94
BK-5e85fc87db,2024-03-13,2024-03-13,23366.34,KES,CR,CHQ DEP MBR 29552,BBR06,CHEQUE,60.26
BK-bc8ad56cfd,2024-01-04,2024-01-04,5654.22,KES,CR,CHQ DEP MBR 28096,BBR02,CHEQUE,21.82
BK-7826d37f1d,2024-01-05,2024-01-05,35467.6,KES,CR,MPESA 29465,BBR14,MPESA,86.21
